City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
275,Carbonia,IT,2021-10-07 01:31:08,39.1672,8.5222,65.05,54,9,20.83
276,Colombo,LK,2021-10-07 01:27:02,6.9319,79.8478,75.15,85,34,9.51
277,Tura,IN,2021-10-07 01:31:08,25.5198,90.2201,78.53,80,21,0.43
278,Galle,LK,2021-10-07 01:31:09,6.0367,80.217,81.48,81,25,8.63
279,Lebu,CL,2021-10-07 01:31:10,-37.6167,-73.65,50.25,83,0,15.41
280,Asau,RO,2021-10-07 01:31:10,46.4333,26.4,42.76,94,41,1.97
281,Bekovo,RU,2021-10-07 01:31:10,52.4663,43.712,37.76,71,91,6.46
282,Bethel,US,2021-10-07 01:27:55,41.3712,-73.414,64.04,91,1,0.0
283,Gat,IL,2021-10-07 01:31:11,31.61,34.7642,67.82,62,0,4.94
284,Luba,GQ,2021-10-07 01:31:11,3.4568,8.5547,77.49,88,100,5.03
285,Myskhako,RU,2021-10-07 01:31:11,44.6714,37.7433,44.38,81,95,16.13
286,Nome,US,2021-10-07 01:26:34,64.5011,-165.4064,42.87,82,90,9.22
287,Grand Gaube,MU,2021-10-07 01:31:12,-20.0064,57.6608,69.39,83,7,1.99
288,Khryashchevka,RU,2021-10-07 01:31:12,53.8119,49.0916,28.38,70,4,4.81
289,Chapais,CA,2021-10-07 01:31:13,49.7834,-74.8492,51.58,82,97,4.18
290,Prainha,BR,2021-10-07 01:31:13,-1.8,-53.48,79.61,67,100,3.96
291,Verkhnyaya Inta,RU,2021-10-07 01:31:13,65.9811,60.3094,43.21,88,100,19.1
292,Manacor,ES,2021-10-07 01:31:14,39.5696,3.2096,60.33,73,8,2.1
293,Lima,PE,2021-10-07 01:31:09,-12.0432,-77.0282,60.13,75,90,1.99
294,Lavrentiya,RU,2021-10-07 01:31:15,65.5833,-171.0,36.95,99,100,7.45
295,Behshahr,IR,2021-10-07 01:31:15,36.6923,53.5526,64.45,86,100,10.92
296,Manado,ID,2021-10-07 01:31:15,1.487,124.8455,90.37,55,20,4.61
297,Safford,US,2021-10-07 01:31:16,32.834,-109.7076,81.52,47,1,0.0
298,Paraisopolis,BR,2021-10-07 01:27:39,-22.5542,-45.78,66.04,87,98,1.41
299,Pombas,CV,2021-10-07 01:31:16,17.1503,-25.0201,76.78,80,16,9.57
300,Frontera,MX,2021-10-07 01:31:16,26.9333,-101.45,79.95,47,0,9.91
301,Xining,CN,2021-10-07 01:29:54,36.6167,101.7667,50.41,75,68,1.5
302,Vanavara,RU,2021-10-07 01:31:17,60.34,102.2797,30.36,92,100,12.06
303,Cody,US,2021-10-07 01:31:18,44.5263,-109.0565,65.41,40,90,4.61
304,Saldanha,ZA,2021-10-07 01:31:18,-33.0117,17.9442,53.65,80,0,11.48
305,Kismayo,SO,2021-10-07 01:31:18,-0.3582,42.5454,76.91,79,77,14.79
306,Puerto Del Rosario,ES,2021-10-07 01:31:19,28.5004,-13.8627,71.35,78,29,3.44
307,Taiobeiras,BR,2021-10-07 01:31:19,-15.8078,-42.2331,68.92,60,0,4.12
308,Dafeng,CN,2021-10-07 01:31:20,23.4517,108.5881,84.74,51,0,8.03
309,Mandalgovi,MN,2021-10-07 01:31:22,45.7625,106.2708,48.36,43,100,12.53
310,Temiscaming,CA,2021-10-07 01:31:23,46.7212,-79.0971,58.68,94,0,0.0
311,Lata,PT,2021-10-07 01:31:23,40.1629,-8.3327,61.81,72,0,3.91
312,Chernyshevskiy,RU,2021-10-07 01:31:24,63.0128,112.4714,29.3,89,100,12.62
313,Vestmannaeyjar,IS,2021-10-07 01:31:25,63.4427,-20.2734,45.07,83,100,35.7
314,Samdrup Jongkhar,BT,2021-10-07 01:31:25,26.9167,91.6167,74.28,74,9,1.72
315,Parfino,RU,2021-10-07 01:31:26,57.9731,31.6481,42.19,80,0,7.85
316,Polson,US,2021-10-07 01:31:26,47.6936,-114.1632,54.72,55,95,4.0
317,Valley City,US,2021-10-07 01:31:26,46.9233,-98.0032,68.52,68,1,14.97
318,Waverly,US,2021-10-07 01:31:27,42.7392,-84.6208,64.89,90,90,4.61
319,Cranbrook,CA,2021-10-07 01:30:42,49.4999,-115.7688,49.06,49,20,12.66
320,Veraval,IN,2021-10-07 01:31:27,20.9,70.3667,80.65,82,89,7.47
321,Kudahuvadhoo,MV,2021-10-07 01:31:27,2.6708,72.8944,83.23,72,37,14.34
322,Mahon,ES,2021-10-07 01:31:28,39.8885,4.2658,64.96,68,90,10.36
323,Vidim,RU,2021-10-07 01:31:28,56.4088,103.1106,35.47,61,48,10.51
324,Apodi,BR,2021-10-07 01:31:28,-5.6642,-37.7989,80.71,63,42,10.51
325,Abu Samrah,SY,2021-10-07 01:31:30,35.3029,37.1841,61.32,28,0,2.1
326,Azle,US,2021-10-07 01:31:30,32.8951,-97.5459,79.02,47,1,1.01
327,Plotnikovo,RU,2021-10-07 01:31:31,55.0247,85.9436,30.54,73,100,7.61
328,Klaksvik,FO,2021-10-07 01:31:31,62.2266,-6.589,47.32,82,100,24.96
329,Dingle,PH,2021-10-07 01:31:32,10.9995,122.6711,85.15,73,96,2.48
330,San Ramon De La Nueva Oran,AR,2021-10-07 01:31:32,-23.1322,-64.326,69.35,63,83,3.13
331,Tikhvin,RU,2021-10-07 01:31:33,59.6451,33.5294,42.55,77,1,8.84
332,Sisimiut,GL,2021-10-07 01:31:33,66.9395,-53.6735,35.67,71,100,6.51
333,Nangomba,TZ,2021-10-07 01:31:33,-10.9,38.5,72.09,79,91,3.27
334,Savonlinna,FI,2021-10-07 01:31:34,61.8699,28.88,51.85,66,0,14.97
335,Khairagarh,IN,2021-10-07 01:31:34,26.95,77.8167,81.93,62,0,2.64
336,Araguacu,BR,2021-10-07 01:31:35,-12.9306,-49.8264,83.73,44,8,5.28
337,Portland,US,2021-10-07 01:27:09,45.5234,-122.6762,57.78,85,75,1.01
338,Swarzedz,PL,2021-10-07 01:31:36,52.4129,17.085,56.21,95,40,3.44
339,Koratla,IN,2021-10-07 01:31:36,18.8167,78.7167,77.88,89,96,2.62
340,Svetlogorsk,BY,2021-10-07 01:31:36,52.6333,29.7333,35.02,63,0,7.36
341,Cocorit,MX,2021-10-07 01:31:37,27.5833,-109.9667,89.94,36,5,8.59
342,Urumqi,CN,2021-10-07 01:31:37,43.801,87.6005,32.95,100,90,4.47
343,Camara De Lobos,PT,2021-10-07 01:31:38,32.6333,-16.9667,72.23,87,40,4.0
344,Port Blair,IN,2021-10-07 01:31:38,11.6667,92.75,77.04,88,90,9.22
345,Belaya Gora,RU,2021-10-07 01:31:38,68.5333,146.4167,28.62,56,95,7.38
346,Visnes,NO,2021-10-07 01:31:39,59.3556,5.2242,53.22,93,90,4.61
347,Pampa,US,2021-10-07 01:31:40,35.5362,-100.9599,74.35,52,1,8.05
348,Kaili,ID,2021-10-07 01:31:40,-3.4626,120.2147,77.49,67,45,4.38
349,Pudozh,RU,2021-10-07 01:31:40,61.8099,36.5345,45.14,77,0,11.05
350,Yarmouth,US,2021-10-07 01:31:41,41.7057,-70.2286,61.09,90,1,0.0
351,Road Town,VG,2021-10-07 01:31:42,18.4167,-64.6167,83.19,79,100,20.8
352,Fergus Falls,US,2021-10-07 01:31:15,46.283,-96.0776,66.92,70,1,4.0
353,Tulun,RU,2021-10-07 01:31:42,54.5611,100.5792,37.42,69,23,2.59
354,Kashi,CN,2021-10-07 01:31:43,39.4547,75.9797,51.01,62,20,2.24
355,Ornskoldsvik,SE,2021-10-07 01:31:44,63.2909,18.7153,51.62,100,90,8.05
356,Bengkulu,ID,2021-10-07 01:31:45,-3.8004,102.2655,74.91,92,99,3.18
357,Waitara,NZ,2021-10-07 01:31:45,-38.925,174.25,57.99,96,100,6.89
358,Kargopol,RU,2021-10-07 01:31:45,61.5071,38.9456,41.76,87,0,9.6
359,Nynashamn,SE,2021-10-07 01:31:46,58.9034,17.9479,54.82,93,100,10.16
360,Mahebourg,MU,2021-10-07 01:31:46,-20.4081,57.7,69.26,94,40,3.44
361,Huarmey,PE,2021-10-07 01:31:47,-10.0681,-78.1522,63.61,87,55,8.97
362,Yerofey Pavlovich,RU,2021-10-07 01:31:47,53.9667,121.9667,36.55,75,95,1.03
363,Nanlong,CN,2021-10-07 01:31:47,31.3533,106.0631,62.67,90,100,5.37
364,Tigil,RU,2021-10-07 01:31:48,57.8,158.6667,36.19,76,99,10.2
365,Hamilton,US,2021-10-07 01:31:49,39.1834,-84.5333,72.79,88,90,5.75
366,Santiago,CL,2021-10-07 01:26:59,-33.4569,-70.6483,65.86,38,0,6.91
367,Ribeira Grande,PT,2021-10-07 01:31:51,38.5167,-28.7,71.83,88,100,12.17
368,Los Llanos De Aridane,ES,2021-10-07 01:31:51,28.6585,-17.9182,69.55,89,75,5.75
369,Mae Sai,TH,2021-10-07 01:31:52,20.4335,99.8762,76.32,70,76,1.9
370,Pathein,MM,2021-10-07 01:31:52,16.7833,94.7333,83.59,83,99,9.24
371,Gravina In Puglia,IT,2021-10-07 01:31:52,40.8197,16.4228,64.92,79,96,2.08
372,Genhe,CN,2021-10-07 01:31:53,50.7833,121.5167,43.68,68,19,6.6
373,Talnakh,RU,2021-10-07 01:31:53,69.4865,88.3972,34.97,100,100,5.32
374,Husavik,IS,2021-10-07 01:31:53,66.0449,-17.3389,35.51,80,21,8.97
375,Port-Gentil,GA,2021-10-07 01:31:54,-0.7193,8.7815,76.96,80,100,11.48
376,Hami,CN,2021-10-07 01:29:53,42.8,93.45,53.89,35,100,11.34
377,Ashington,GB,2021-10-07 01:31:54,50.9331,-0.3909,56.68,90,99,4.32
378,Trairi,BR,2021-10-07 01:28:08,-3.2778,-39.2689,79.3,82,100,12.62
379,Baikunthpur,IN,2021-10-07 01:31:55,23.25,82.55,76.06,77,1,1.97
380,Herat,AF,2021-10-07 01:31:55,34.5,62.0,50.68,38,0,10.74
381,Viedma,AR,2021-10-07 01:31:56,-40.8135,-62.9967,38.84,79,0,10.96
382,La Tuque,CA,2021-10-07 01:29:16,47.4334,-72.7824,48.45,93,2,1.14
383,Wawa,NG,2021-10-07 01:31:56,9.9022,4.4192,74.68,91,62,5.41
384,Raudeberg,NO,2021-10-07 01:31:57,61.9875,5.1352,48.2,93,100,1.99
385,Nanortalik,GL,2021-10-07 01:31:57,60.1432,-45.2371,37.83,57,80,4.97
386,Ormara,PK,2021-10-07 01:31:57,25.2088,64.6357,80.76,79,1,6.98
387,Mananara,MG,2021-10-07 01:31:58,-16.1667,49.7667,66.29,90,5,3.27
388,Mindelo,CV,2021-10-07 01:31:58,16.8901,-24.9804,78.35,73,20,14.97
389,Gao,ML,2021-10-07 01:31:58,16.6362,1.637,86.34,14,4,10.6
390,Ponta Delgada,PT,2021-10-07 01:31:59,37.7333,-25.6667,75.51,94,40,12.66
391,Domodossola,IT,2021-10-07 01:31:59,46.1165,8.2931,51.22,74,1,9.22
392,Fare,PF,2021-10-07 01:32:00,-16.7,-151.0167,78.37,75,4,11.01
393,Ingham,US,2021-10-07 01:32:00,42.6,-84.3833,65.3,90,90,3.44
394,Karpogory,RU,2021-10-07 01:32:01,64.0019,44.4451,42.84,83,11,10.27
395,Chihuahua,MX,2021-10-07 01:29:32,28.5,-106.0,74.23,59,48,2.33
396,Dovolnoye,RU,2021-10-07 01:32:01,54.4958,79.6671,33.57,88,100,7.61
397,Alofi,NU,2021-10-07 01:32:01,-19.0595,-169.9187,80.49,78,75,11.5
398,La Palma,US,2021-10-07 01:32:02,33.8464,-118.0467,77.77,76,75,5.01
399,Zhangye,CN,2021-10-07 01:32:03,38.9342,100.4517,56.77,39,12,3.18
400,Morondava,MG,2021-10-07 01:32:03,-20.2833,44.2833,69.75,63,0,12.66
401,Ust-Kuyga,RU,2021-10-07 01:32:03,70.0167,135.6,27.61,80,100,6.33
402,Skibbereen,IE,2021-10-07 01:32:04,51.55,-9.2667,60.6,98,100,16.98
403,Beloha,MG,2021-10-07 01:32:04,-25.1667,45.05,59.54,73,0,5.06
404,Gornyy,RU,2021-10-07 01:32:04,55.1153,83.9059,32.56,70,100,8.93
405,Gubkinskiy,RU,2021-10-07 01:32:05,64.434,76.5026,41.31,88,100,20.62
406,Kavaratti,IN,2021-10-07 01:32:05,10.5669,72.642,82.24,71,99,1.03
407,Nadym,RU,2021-10-07 01:32:06,65.5333,72.5167,43.41,84,94,19.6
408,Bon Air,US,2021-10-07 01:28:32,37.5249,-77.5578,71.01,87,90,3.0
409,Aksarka,RU,2021-10-07 01:32:06,66.5606,67.7975,44.94,82,100,14.65
410,Leninkent,RU,2021-10-07 01:32:07,42.9689,47.352,48.74,76,100,10.18
411,Ankara,TR,2021-10-07 01:32:07,39.9199,32.8543,50.2,71,0,0.0
412,Roswell,US,2021-10-07 01:31:53,34.0232,-84.3616,71.38,91,90,1.01
413,Sacama,EC,2021-10-07 01:32:08,-3.9,-79.2667,51.48,96,93,4.61
414,Walvis Bay,NA,2021-10-07 01:32:08,-22.9575,14.5053,55.09,76,22,6.91
415,Las Choapas,MX,2021-10-07 01:32:08,17.9333,-94.0833,75.18,91,58,6.78
416,Obihiro,JP,2021-10-07 01:32:09,42.9172,143.2044,56.61,63,96,4.32
417,San Quintin,MX,2021-10-07 01:32:09,30.4833,-115.95,67.91,81,100,12.35
418,Lithgow,AU,2021-10-07 01:32:09,-33.4833,150.15,74.86,34,79,14.99
419,Tocopilla,CL,2021-10-07 01:30:16,-22.092,-70.1979,64.38,60,69,1.52
420,Saint-Francois,FR,2021-10-07 01:32:10,46.4154,3.9054,41.68,100,10,1.14
421,North Platte,US,2021-10-07 01:32:10,41.1239,-100.7654,67.89,63,1,5.99
422,Taltal,CL,2021-10-07 01:30:20,-25.4,-70.4833,60.12,76,63,3.0
423,Lasa,IT,2021-10-07 01:32:11,46.6166,10.7002,49.08,95,99,9.17
424,Cayenne,GF,2021-10-07 01:30:06,4.9333,-52.3333,83.08,83,40,1.01
425,Mecca,SA,2021-10-07 01:32:11,21.4267,39.8261,80.67,52,13,2.39
426,Tessalit,ML,2021-10-07 01:32:12,20.1986,1.0114,83.1,11,7,6.44
427,Birao,CF,2021-10-07 01:32:12,10.2849,22.7882,72.81,64,87,3.36
428,Canon City,US,2021-10-07 01:32:13,38.441,-105.2424,73.38,39,1,1.01
429,Kenora,CA,2021-10-07 01:28:59,49.8167,-94.4337,67.17,63,1,9.22
430,Pozo Colorado,PY,2021-10-07 01:32:13,-23.4923,-58.7972,71.94,80,65,9.71
431,Flin Flon,CA,2021-10-07 01:32:14,54.7682,-101.865,58.05,50,100,11.21
432,Posse,BR,2021-10-07 01:32:14,-14.0931,-46.3694,81.68,28,27,8.63
433,Merauke,ID,2021-10-07 01:32:15,-8.4667,140.3333,84.7,63,66,10.51
434,Matara,LK,2021-10-07 01:32:15,5.9485,80.5353,81.03,83,41,7.45
435,Mgandu,TZ,2021-10-07 01:32:15,-5.95,34.1333,63.19,49,44,8.66
436,Ambilobe,MG,2021-10-07 01:32:16,-13.2,49.05,67.57,82,47,2.84
437,Namibe,AO,2021-10-07 01:32:17,-15.1961,12.1522,60.94,88,4,9.75
438,Namwala,ZM,2021-10-07 01:32:17,-15.7504,26.4384,69.51,39,15,5.23
439,Havelock,US,2021-10-07 01:32:17,34.8791,-76.9013,75.2,89,1,7.0
440,Kirakira,SB,2021-10-07 01:32:18,-10.4544,161.9205,85.73,70,12,11.61
441,Rongcheng,CN,2021-10-07 01:32:18,30.634,117.8517,63.79,87,100,5.01
442,Petauke,ZM,2021-10-07 01:32:19,-14.2426,31.3253,69.51,48,0,8.5
443,Pacific Grove,US,2021-10-07 01:29:00,36.6177,-121.9166,67.15,73,1,1.99
444,Mildura,AU,2021-10-07 01:32:19,-34.2,142.15,61.07,31,26,12.66
445,Port Macquarie,AU,2021-10-07 01:32:20,-31.4333,152.9167,78.89,33,100,10.18
446,Pisco,PE,2021-10-07 01:32:13,-13.7,-76.2167,62.65,82,0,16.11
447,Ulaangom,MN,2021-10-07 01:32:21,49.9811,92.0667,40.41,64,69,11.43
448,Kamenka,RU,2021-10-07 01:32:21,51.3223,42.7678,39.85,59,100,5.95
449,Khani,GE,2021-10-07 01:32:22,41.9563,42.9566,45.97,85,97,4.63
450,Bathsheba,BB,2021-10-07 01:32:22,13.2167,-59.5167,83.01,78,40,20.71
451,Araouane,ML,2021-10-07 01:32:22,18.9048,-3.5265,89.85,15,44,8.14
452,Traverse City,US,2021-10-07 01:28:27,44.7631,-85.6206,61.54,92,20,0.0
453,Gainesville,US,2021-10-07 01:28:56,29.6516,-82.3248,76.86,89,1,0.0
454,Auki,SB,2021-10-07 01:32:23,-8.7676,160.7034,84.34,71,74,4.03
455,Chesma,RU,2021-10-07 01:32:23,53.8111,60.6533,34.63,79,1,5.26
456,Looc,PH,2021-10-07 01:32:24,12.2605,121.9926,84.45,70,63,5.88
457,Ixtapa,MX,2021-10-07 01:32:24,20.7,-105.2,85.23,74,75,8.05
458,Xuddur,SO,2021-10-07 01:32:24,4.1213,43.8894,70.14,79,64,12.77
459,Tilichiki,RU,2021-10-07 01:32:25,60.4667,166.1,30.51,66,100,15.41
460,Kangaatsiaq,GL,2021-10-07 01:32:26,68.3065,-53.4641,33.98,59,100,11.32
461,Dawson Creek,CA,2021-10-07 01:32:14,55.7666,-120.2362,35.56,86,90,2.3
462,Kupang,ID,2021-10-07 01:32:27,-10.1667,123.5833,85.28,59,31,10.36
463,Khurba,RU,2021-10-07 01:32:27,50.4072,136.8819,47.23,45,8,6.6
464,Antonina,BR,2021-10-07 01:32:27,-25.4286,-48.7119,74.62,100,100,1.32
465,Nevelsk,RU,2021-10-07 01:32:28,46.6733,141.8633,50.43,49,86,12.73
466,Burgeo,CA,2021-10-07 01:32:28,47.6167,-57.6152,52.86,83,100,12.26
467,Cabinda,AO,2021-10-07 01:32:29,-5.55,12.2,75.7,83,100,4.14
468,Kolokani,ML,2021-10-07 01:32:29,13.5728,-8.0339,77.25,66,61,7.02
469,Jibuti,DJ,2021-10-07 01:32:30,11.5,42.5,85.42,55,33,6.71
470,Gamba,GA,2021-10-07 01:32:30,-2.65,10.0,74.97,83,100,3.76
471,Buzmeyin,TM,2021-10-07 01:32:31,38.0507,58.2056,47.93,46,40,4.61
472,Taoudenni,ML,2021-10-07 01:32:31,22.6783,-3.9836,89.53,9,0,10.85
473,San Juan,AR,2021-10-07 01:32:31,-31.5375,-68.5364,53.74,32,2,5.48
474,Astorga,BR,2021-10-07 01:32:32,-23.2325,-51.6656,75.6,72,100,1.66
475,Sorong,ID,2021-10-07 01:32:32,-0.8833,131.25,83.35,72,99,6.49
476,Pauini,BR,2021-10-07 01:32:33,-7.7136,-66.9764,75.16,89,100,1.36
477,Lourdes,FR,2021-10-07 01:32:33,43.1,-0.05,51.28,93,75,0.0
478,Henties Bay,NA,2021-10-07 01:32:33,-22.116,14.2845,54.86,86,35,5.55
479,Antofagasta,CL,2021-10-07 01:32:34,-23.65,-70.4,58.28,72,96,2.3
480,College,US,2021-10-07 01:32:34,64.8569,-147.8028,42.75,69,75,4.61
481,La Asuncion,VE,2021-10-07 01:32:34,11.0333,-63.8628,82.13,83,0,13.8
482,Whitehorse,CA,2021-10-07 01:32:02,60.7161,-135.0538,40.01,48,75,10.0
483,Zverinogolovskoye,RU,2021-10-07 01:32:35,54.4586,64.8542,34.36,83,18,7.07
484,Manono,CD,2021-10-07 01:32:35,-7.3,27.4167,70.43,90,47,0.34
485,San Cristobal,VE,2021-10-07 01:32:36,7.7669,-72.225,71.78,95,94,3.04
486,Tsuruga,JP,2021-10-07 01:32:36,35.6455,136.0558,74.95,76,44,8.68
487,Hambantota,LK,2021-10-07 01:32:37,6.1241,81.1185,77.34,100,20,5.75
488,Padang,ID,2021-10-07 01:32:16,-0.9492,100.3543,80.65,72,91,3.22
489,Xiaoshi,CN,2021-10-07 01:32:37,41.2971,124.1209,53.62,92,100,4.0
490,Mercedes,AR,2021-10-07 01:32:38,-34.6515,-59.4307,52.86,74,0,7.81
491,Great Yarmouth,GB,2021-10-07 01:32:38,52.6083,1.7305,54.95,84,58,7.49
492,Kurilsk,RU,2021-10-07 01:32:39,45.2333,147.8833,51.12,56,76,11.43
493,Killybegs,IE,2021-10-07 01:32:39,54.6333,-8.45,61.45,94,100,12.21
494,Dicabisagan,PH,2021-10-07 01:32:40,17.0818,122.4157,85.77,69,100,3.53
495,Bone,DE,2021-10-07 01:32:42,51.9669,12.1396,45.63,90,10,5.19
496,Guzelyurt,TR,2021-10-07 01:32:42,38.2772,34.3719,32.79,73,0,3.42
497,Ramgarh,IN,2021-10-07 01:32:44,23.6333,85.5167,77.05,78,1,3.89
498,Saint-Augustin,CA,2021-10-07 01:32:44,51.226,-58.6502,46.53,56,5,11.77
499,Cururupu,BR,2021-10-07 01:32:45,-1.8283,-44.8683,76.26,91,100,3.4
500,Kloulklubed,PW,2021-10-07 01:32:45,7.0419,134.2556,86.5,74,54,17.94
501,Galesong,ID,2021-10-07 01:32:46,-5.3166,119.3661,82.42,58,5,7.14
502,Dwarka,IN,2021-10-07 01:32:47,22.2394,68.9678,81.64,78,100,9.42
503,Paamiut,GL,2021-10-07 01:32:48,61.994,-49.6678,37.29,59,100,8.61
504,Yantongshan,CN,2021-10-07 01:32:49,43.2919,126.0094,54.14,65,52,4.61
505,Vardo,NO,2021-10-07 01:32:49,70.3705,31.1107,44.42,71,100,9.66
506,Bakchar,RU,2021-10-07 01:32:49,57.0186,82.0711,35.33,95,99,7.87
507,Tommot,RU,2021-10-07 01:32:50,58.9564,126.2925,35.37,61,82,8.46
508,Rocha,UY,2021-10-07 01:32:50,-34.4833,-54.3333,48.74,61,46,13.44
509,Karacakoy,TR,2021-10-07 01:32:50,41.4029,28.3834,61.68,74,40,8.61
510,Makakilo City,US,2021-10-07 01:32:51,21.3469,-158.0858,86.32,49,40,13.8
511,Contamana,PE,2021-10-07 01:32:51,-7.3333,-75.0167,73.8,87,99,2.24
512,Palana,RU,2021-10-07 01:32:52,59.1167,159.9667,31.44,74,100,8.21
513,Lakes Entrance,AU,2021-10-07 01:32:53,-37.8811,147.981,61.16,49,30,14.81
514,Lamar,US,2021-10-07 01:32:53,33.6668,-95.5836,74.86,53,1,6.91
515,Inhambane,MZ,2021-10-07 01:32:54,-23.865,35.3833,71.01,72,95,9.46
516,Bemidji,US,2021-10-07 01:32:55,47.4736,-94.8803,63.55,78,1,5.75
517,Halifax,CA,2021-10-07 01:31:18,44.6453,-63.5724,59.05,85,83,4.61
518,Loviisa,FI,2021-10-07 01:32:56,60.4566,26.2251,53.46,74,72,15.7
519,Chino,US,2021-10-07 01:32:57,34.0122,-117.6889,76.8,67,75,3.0
520,Helena,US,2021-10-07 01:32:58,46.5927,-112.0361,65.39,40,75,1.99
521,Iqaluit,CA,2021-10-07 01:32:59,63.7506,-68.5145,38.93,75,40,8.01
522,La Rioja,ES,2021-10-07 01:32:59,42.25,-2.5,45.48,52,5,5.77
523,Bubaque,GW,2021-10-07 01:33:00,11.2833,-15.8333,82.54,74,58,6.26
524,Adeje,ES,2021-10-07 01:33:00,28.1227,-16.726,72.97,74,20,1.01
525,Lao Cai,VN,2021-10-07 01:33:00,22.4833,103.95,84.47,67,15,1.97
526,Sulina,RO,2021-10-07 01:33:02,45.1559,29.6536,56.43,73,100,20.98
527,Boyolangu,ID,2021-10-07 01:33:03,-8.1181,111.8935,80.15,64,91,8.08
528,Sarvar,HU,2021-10-07 01:33:04,47.2539,16.9352,51.66,97,100,10.94
529,Diego De Almagro,CL,2021-10-07 01:31:16,-26.3667,-70.05,62.76,35,49,2.3
530,Belmonte,BR,2021-10-07 01:33:04,-15.8631,-38.8828,77.5,82,1,5.35
531,Jacareacanga,BR,2021-10-07 01:33:05,-6.2222,-57.7528,78.44,70,66,0.94
532,Luoyang,CN,2021-10-07 01:33:05,34.6836,112.4536,58.86,79,100,4.72
533,Nuevo San Carlos,GT,2021-10-07 01:33:05,14.6,-91.7,80.83,86,82,4.29
534,Harper,LR,2021-10-07 01:33:06,4.375,-7.7169,77.68,86,72,6.33
535,Nelson Bay,AU,2021-10-07 01:33:06,-32.7167,152.15,80.1,39,100,4.09
536,Hammerfest,NO,2021-10-07 01:33:06,70.6634,23.6821,39.65,81,90,3.44
537,Aguimes,ES,2021-10-07 01:33:07,27.9054,-15.4461,69.01,74,20,9.22
538,Ocos,GT,2021-10-07 01:33:07,14.5094,-92.1933,85.32,84,81,2.68
539,Vitim,RU,2021-10-07 01:33:07,59.4511,112.5578,32.02,84,100,14.61
540,Kalmanka,RU,2021-10-07 01:33:08,52.8992,83.5433,33.1,89,100,11.86
541,Yaring,TH,2021-10-07 01:33:08,6.8662,101.3689,83.14,79,92,14.41
542,Kautokeino,NO,2021-10-07 01:33:09,69.0125,23.0412,37.9,91,100,8.37
543,Sahuaripa,MX,2021-10-07 01:33:09,29.05,-109.2333,77.79,37,6,2.51
544,Adrar,MR,2021-10-07 01:33:10,20.5022,-10.0711,87.21,22,39,4.74
545,Merrill,US,2021-10-07 01:33:10,45.1805,-89.6835,64.17,96,1,0.0
546,Abu Dhabi,AE,2021-10-07 01:33:03,24.4667,54.3667,86.02,66,0,3.44
547,Ancud,CL,2021-10-07 01:33:10,-41.8697,-73.8203,47.73,71,0,5.12
548,Dolores,AR,2021-10-07 01:33:11,-36.3132,-57.6792,39.42,85,2,6.55
549,Nalut,LY,2021-10-07 01:33:11,30.3333,10.85,69.91,66,18,9.82
550,Sola,VU,2021-10-07 01:33:11,-13.8833,167.55,80.92,76,63,12.64
551,Matata,NZ,2021-10-07 01:33:12,-37.8833,176.75,63.59,89,93,14.97
552,Akhtanizovskaya,RU,2021-10-07 01:33:13,45.32,37.1,45.07,69,97,29.48
